aid,advertiserId,campaignId,creativeId,creativeSize,adCategoryId,productId,productType
1493,5758,45115,1559046,100,21,0,4
1348,39225,609356,1556600,53,53,0,4
1983,13915,23303,1802677,91,108,0,4
1096,62962,160110,439428,59,24,46703,11
187,5552,25571,1408336,60,27,113,9
1168,7229,10477,277614,35,10,3952,11
682,8668,13044,1211041,42,10,4772,11
501,75748,636828,1275718,35,121,0,4
114,17597,51385,1055915,35,71,0,6
210,33027,158787,1047515,35,45,0,4
1657,5758,68350,1000628,100,21,0,4
515,12663,41490,47648,22,67,0,4
1274,60,6059,309819,35,34,2484,11
162,9106,135968,177760,79,21,0,4
479,28105,56863,1586134,42,11,0,9
239,18621,33789,1212717,22,21,0,4
1164,2874,30625,34462,53,4,0,4
275,2676,261130,387977,91,8,0,4
56,2775,3372,1197684,22,59,0,4
2178,7926,180048,676147,109,8,0,4
541,702,76252,1745271,22,34,5615,11
1235,370,381658,1380504,35,27,113,9
426,3993,63752,1596104,59,10,19256,11
453,3910,153917,398538,35,117,2093,9
1033,370,288652,1805874,35,27,113,9
1152,7926,46734,968458,53,8,0,4
1371,5758,8018,8603,100,108,0,4
1130,11459,18296,1302717,91,94,0,4
1465,702,70152,894276,42,10,2792,11
1852,327,312208,822821,22,67,113,9
1982,388,73715,89050,35,27,113,9
1058,21017,548645,1425020,91,179,0,4
1868,79,2295,1758047,59,24,38,11
2212,285,13953,1606348,35,30,0,6
1227,44008,391958,1337538,79,21,0,4
828,79,2295,1591263,59,10,38,11
891,702,43458,635144,35,10,4669,11
1804,16484,310144,677090,53,4,0,4
246,15009,482519,856576,22,101,0,6
414,285,13953,1315390,42,1,0,6
1150,2366,34894,1546147,91,4,0,4
666,8494,12711,191011,42,24,4666,11
204,702,70152,1781856,42,10,2792,11
365,9056,13766,1439004,79,21,0,4
343,327,110094,1448931,35,67,113,9
248,8203,57650,1793243,59,127,0,6
645,702,18552,1366228,53,34,5615,11
2206,8668,73373,1629166,42,10,21851,11
43,8203,57650,653017,59,21,0,6
1972,915,994,570256,60,51,0,4
269,12206,19755,1479451,35,81,6885,9
763,5552,30399,147761,52,27,113,9
769,11699,18785,1230897,79,21,0,4
265,702,52258,367088,59,10,4669,11
294,14366,24223,1032590,35,34,8162,11
1546,4365,253446,528726,95,1,0,6
1142,370,715257,1567905,22,67,113,9
1535,7926,105042,1656907,77,8,0,4
444,14315,24111,1082576,60,234,0,4
1024,8494,12711,934447,42,24,4666,11
1897,9056,130718,170006,79,21,0,4
76,702,119316,788649,59,10,3378,11
2075,31330,152179,856360,53,24,19673,11
3,5459,38106,233048,59,142,0,6
1408,8203,47118,54524,109,218,0,6
1151,327,364310,1081295,35,67,113,9
1689,21017,167166,226648,109,179,0,4
1840,327,6480,346473,35,67,113,9
1756,21017,378313,1467594,109,204,0,4
1360,5459,191359,716272,59,142,0,6
2159,9056,13766,800454,79,21,0,4
242,370,531705,1809185,22,67,113,9
723,41963,94578,118071,95,91,0,6
1976,9196,63351,1453652,53,77,0,4
565,21017,97077,1697376,77,179,0,4
1958,11437,18237,387852,100,21,0,4
1610,5459,172796,849951,109,142,0,6
984,17597,51385,87319,35,1,0,6
1627,25485,50138,1143008,42,51,15454,11
755,60,315726,492353,60,24,26,11
1652,8203,76104,744209,59,282,0,6
1077,6841,507670,919047,42,10,3733,11
807,370,292823,1557187,35,67,113,9
1803,5552,30399,1720545,35,27,113,9
119,2775,3372,226211,22,21,0,4
1774,10055,86429,1469529,22,10,0,6
468,702,12724,1742300,105,34,4669,11
1705,327,572097,1742620,35,27,113,9
685,702,17948,377103,59,24,5615,11
30,702,70152,1312770,42,10,2792,11
1550,53728,129847,1393179,100,21,0,4
661,94874,278670,421001,100,21,0,4
1428,702,12724,245300,105,10,4669,11
950,10055,169332,1392452,53,21,0,6
81,8287,44210,1605455,22,28,0,6
1195,21017,548645,1025544,91,179,0,4
2105,5459,18683,1620068,109,142,0,6
1110,11459,138359,1201246,77,94,0,4
1424,327,377396,618915,35,67,0,9
188,24704,81353,1787470,22,67,113,9
1490,1487,1685,1805307,53,4,0,4
528,16373,28754,1398854,79,21,0,4
2211,702,56985,1673105,22,10,376,11
278,2775,3372,1147860,22,59,0,4
2161,5459,66431,279320,59,142,0,6
2028,44008,236972,344531,79,21,0,4
2171,79,25739,448931,59,10,1455,11
1466,21453,57109,733957,91,94,0,4
797,33687,71344,85823,59,61,0,6
1376,821,888,940690,59,10,439,11
622,5459,66431,1390146,59,142,0,6
2039,3523,188354,1702566,79,21,0,4
60,388,214007,1531210,35,27,113,9
1357,990,100474,941180,22,117,13727,9
472,8203,47118,521076,95,218,0,6
1544,71804,262073,1531972,79,21,0,4
1563,58643,632666,1263122,35,67,113,9
1083,10122,63254,898623,42,10,3733,11
2165,8203,74452,1746259,95,218,0,6
232,370,225102,323233,42,39,113,9
127,370,210509,563464,35,27,113,9
1179,5459,18683,20635,95,142,0,6
1395,7685,318702,517327,109,8,0,4
322,17489,106465,191674,53,4,0,4
2034,42358,107296,676462,42,10,23017,11
1936,702,18552,450306,53,24,5615,11
795,2775,3372,553368,22,21,0,4
1052,20887,85677,1052547,22,67,0,4
82,327,544734,1015026,35,67,113,9
1969,15174,26003,29067,59,102,0,6
1034,702,20048,621216,42,34,5615,11
1409,370,225102,1188880,42,67,113,9
1522,821,888,1281951,59,10,439,11
2195,5758,292530,448138,100,21,0,4
1896,5552,158101,595778,35,27,113,9
